対象日,ポスト日,区分,機種,示唆ワード,連想経路,プラス台数,設置台数,平均差枚,記事URL,ポストURL
2026-03-21,2026-03-20,機種,化物語,Ｗカツ,Ｗカツ→カツが倍→倍倍チャンス,4,5,4920,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-21,2026-03-20,機種,戦国乙女4,渚カオル,渚カオル→最後のシ者→終わり→尾張,4,4,6650,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-21,2026-03-20,機種,戦国乙女4,小雨,小雨→サメ🦈→4図柄→4台機種,4,4,6650,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-21,2026-03-20,機種,炎炎2,闘志満々,闘志満々→燃える,4,8,3300,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-21,2026-03-20,機種,秘伝,小雨,小雨→サメ🦈→4図柄→4台機種,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-21,2026-03-20,機種,範馬刃牙,親子丼,親子丼→親子,3,3,11633,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-21,2026-03-20,機種,絆2天膳,3/21,3/21→3+2+1＝6→6台機種,4,6,4150,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-21,2026-03-20,機種,鉄拳6,闘士,闘士→格闘,10,14,2950,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-21,2026-03-20,末尾・設置・記念日など,（2/21就任初日回想）,ご飯,ご飯→米→マイ,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-21,2026-03-20,末尾・設置・記念日など,１台設置機種,◎1ヶ月目初日,◎1ヶ月目初日→1台バラ🌹（2/21就任初日回想）,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/22/080815,https://twitter.com/endo1maruhan/status/2034955677664518207
2026-03-22,2026-03-21,機種,グランベルム,🐇,🐇→月→ブラッドムーン,1,2,550,https://sloslo-blog.hatenablog.com/entry/2026/03/23/080055,https://twitter.com/endo1maruhan/status/2035318418086445362
2026-03-22,2026-03-21,機種,ジャグラーガールズ,20：31投稿,20：31投稿→31→サイ→ツノっち,4,6,883,https://sloslo-blog.hatenablog.com/entry/2026/03/23/080055,https://twitter.com/endo1maruhan/status/2035318418086445362
2026-03-22,2026-03-21,機種,マギレコ,秋葉原の有名店,秋葉原の有名店→アイランド秋葉原→まどマギ,10,10,5480,https://sloslo-blog.hatenablog.com/entry/2026/03/23/080055,https://twitter.com/endo1maruhan/status/2035318418086445362
2026-03-22,2026-03-21,機種,攻殻機動隊,秋葉原,秋葉原→電気街→電脳,4,5,400,https://sloslo-blog.hatenablog.com/entry/2026/03/23/080055,https://twitter.com/endo1maruhan/status/2035318418086445362
2026-03-22,2026-03-21,機種,無職転生,シャンフロ,シャンフロ→なろう系,5,6,5017,https://sloslo-blog.hatenablog.com/entry/2026/03/23/080055,https://twitter.com/endo1maruhan/status/2035318418086445362
2026-03-22,2026-03-21,機種,無職転生,水,水→無色→無色,5,6,5017,https://sloslo-blog.hatenablog.com/entry/2026/03/23/080055,https://twitter.com/endo1maruhan/status/2035318418086445362
2026-03-23,2026-03-22,機種,SAO,かぶきち,かぶきち→ぶき→武器→剣,2,2,5500,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,SAO,焼そば,焼そば→焼き側→炎炎の側,2,2,5500,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,Sカバネリ,もやし,もやし→燃やし→燃える命,2,3,1500,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,Sカバネリ,ワカメ,ワカメ→海藻→回想,2,3,1500,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,Sカバネリ,紅生姜,紅生姜→ジンジャー→神社,2,3,1500,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,Sカバネリ,3/23,3/23→丸の内線が全線開通→電車,2,3,1500,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,ファンキー2,えびす様,えびす様→1月の「十日戎」→①→ワン🐶→まろ吉,32,32,2788,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,ファンキー2,かぶきち,かぶきち→まろ吉,32,32,2788,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,マンキン,入替増台機種,入替増台機種,1,3,1033,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,七つ魔,かぶきち,かぶきち→ぶき→武器→剣,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,化物語,エビス,エビス→福の神→幸福→倖時間,3,5,3500,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-23,2026-03-22,機種,鏡,入替増台機種,入替増台機種,3,3,1000,https://sloslo-blog.hatenablog.com/entry/2026/03/24/074646,https://twitter.com/endo1maruhan/status/2035680443589427414
2026-03-24,2026-03-23,機種,DMC5,エクソシスト取材,エクソシスト取材→悪魔祓い→デビルメイクライ,2,2,12750,https://sloslo-blog.hatenablog.com/entry/2026/03/25/074602,https://twitter.com/endo1maruhan/status/2036042875906191584
2026-03-24,2026-03-23,機種,かぐや様,地下1階,地下1階→地下→藤原千花→かぐや様,11,16,4369,https://sloslo-blog.hatenablog.com/entry/2026/03/25/074602,https://twitter.com/endo1maruhan/status/2036042875906191584
2026-03-24,2026-03-23,機種,ゴッドイーター,食堂,食堂→食事→喰らう→ゴッドイーター,9,16,4388,https://sloslo-blog.hatenablog.com/entry/2026/03/25/074602,https://twitter.com/endo1maruhan/status/2036042875906191584
2026-03-24,2026-03-23,機種,ハッピー,13時からのお楽しみ,13時からのお楽しみ→ハッピー→ハッピーVⅢ,5,5,3180,https://sloslo-blog.hatenablog.com/entry/2026/03/25/074602,https://twitter.com/endo1maruhan/status/2036042875906191584
2026-03-24,2026-03-23,機種,マンキン,キングマック来店,キングマック来店→マンキン,3,3,2267,https://sloslo-blog.hatenablog.com/entry/2026/03/25/074602,https://twitter.com/endo1maruhan/status/2036042875906191584
2026-03-24,2026-03-23,機種,ミスタージャグラー,365日,365日→ミスチルの楽曲タイトル→ミスタージャグラー,5,5,2200,https://sloslo-blog.hatenablog.com/entry/2026/03/25/074602,https://twitter.com/endo1maruhan/status/2036042875906191584
2026-03-25,2026-03-24,機種,L炎炎,助かる,助かる→レスキュー→炎炎ノ消防隊,2,2,2750,https://sloslo-blog.hatenablog.com/entry/2026/03/26/075648,https://twitter.com/endo1maruhan/status/2036405271044460604
2026-03-25,2026-03-24,機種,アレックス,唐揚,唐揚→チキン→アレックス,1,4,175,https://sloslo-blog.hatenablog.com/entry/2026/03/26/075648,https://twitter.com/endo1maruhan/status/2036405271044460604
2026-03-25,2026-03-24,機種,エウレカ,桜,桜→sakura→エウレカ,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/26/075648,https://twitter.com/endo1maruhan/status/2036405271044460604
2026-03-25,2026-03-24,機種,ドラハナ,開花予想,開花予想→ハナ→ドラハナ,11,11,2464,https://sloslo-blog.hatenablog.com/entry/2026/03/26/075648,https://twitter.com/endo1maruhan/status/2036405271044460604
2026-03-25,2026-03-24,機種,ドラハナ,ランチ,ランチ→ドラゴンボール→ドラハナ,11,11,2464,https://sloslo-blog.hatenablog.com/entry/2026/03/26/075648,https://twitter.com/endo1maruhan/status/2036405271044460604
2026-03-25,2026-03-24,機種,番長ZERO,弁当,弁当→弁当箱→番長ゼロ,2,2,1750,https://sloslo-blog.hatenablog.com/entry/2026/03/26/075648,https://twitter.com/endo1maruhan/status/2036405271044460604
2026-03-26,2026-02-25,機種,SBJ,カレーハウスリオ（画像）,カレーハウスリオ（画像）→リオ→SBJ,5,6,2300,https://sloslo-blog.hatenablog.com/entry/2026/03/27/074927,https://twitter.com/endo1maruhan/status/2026620775046979744
2026-03-26,2026-02-25,末尾・設置・記念日など,アナザー末尾⑨,炙りチーズハンバーグカレー,炙りチーズハンバーグカレー→1080円→1+0+8+0=9→アナザー末尾⑨,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/27/074927,https://twitter.com/endo1maruhan/status/2026620775046979744
2026-03-26,2026-02-25,機種,アレックス,カレー,カレー→据え置き→アレックスBT,3,4,1200,https://sloslo-blog.hatenablog.com/entry/2026/03/27/074927,https://twitter.com/endo1maruhan/status/2026620775046979744
2026-03-26,2026-02-25,機種,ウルミラ,炙りチーズ,炙りチーズ→チーズ→乳製品→牛→ベコたん→ウルトラミラクルジャグラー,5,5,2700,https://sloslo-blog.hatenablog.com/entry/2026/03/27/074927,https://twitter.com/endo1maruhan/status/2026620775046979744
2026-03-27,2026-03-26,機種,Aこのすば,追加のお肉,追加のお肉→プラス,2,3,1667,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-27,2026-03-26,機種,L炎炎,サブナード,サブナード→地下→地下へ,2,2,2150,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-27,2026-03-26,機種,アズレン,店長陣,店長陣→陣営,2,5,2280,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-27,2026-03-26,機種,ハッピー,大山,大山→ハッピーロード,5,5,2960,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-27,2026-03-26,機種,七つ魔,7にまつわる機種,7にまつわる機種,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-27,2026-03-26,機種,七つ魔,肉7枚,肉7枚→7つ,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-27,2026-03-26,機種,北斗転生2,就任35日目🫛,就任35日目🫛→35台機種,26,35,3497,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-27,2026-03-26,機種,北斗転生2,メニューの肉7種類,メニューの肉7種類→北斗七星,26,35,3497,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-27,2026-03-26,機種,超電磁砲2,ねぎし,ねぎし→麦飯→麦野沈利,2,2,2650,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-27,2026-03-26,機種,防振り,がんこちゃん,がんこちゃん→頑固→かたい,2,5,640,https://sloslo-blog.hatenablog.com/entry/2026/03/28/075543,https://twitter.com/endo1maruhan/status/2037130018481119525
2026-03-28,2026-03-27,機種,ToLOVEる,一人で入るのが苦手,一人で入るのが苦手→お友達召喚,3,4,3575,https://sloslo-blog.hatenablog.com/entry/2026/03/29/075342,https://twitter.com/endo1maruhan/status/2037492443315331227
2026-03-28,2026-03-27,機種,ToLOVEる,豆腐,豆腐→ぷっちん→ぷっちゅんちゃれんじ,3,4,3575,https://sloslo-blog.hatenablog.com/entry/2026/03/29/075342,https://twitter.com/endo1maruhan/status/2037492443315331227
2026-03-28,2026-03-27,機種,ネオアイムEX,就任36日目🫛,就任36日目🫛→36台機種,34,36,1989,https://sloslo-blog.hatenablog.com/entry/2026/03/29/075342,https://twitter.com/endo1maruhan/status/2037492443315331227
2026-03-28,2026-03-27,機種,吉宗,お酒,お酒→爺,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/29/075342,https://twitter.com/endo1maruhan/status/2037492443315331227
2026-03-28,2026-03-27,機種,吉宗,ご飯,ご飯→米→米俵,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/29/075342,https://twitter.com/endo1maruhan/status/2037492443315331227
2026-03-28,2026-03-27,機種,絆2天膳,BC,BC→バジリスクチャンス,4,6,3350,https://sloslo-blog.hatenablog.com/entry/2026/03/29/075342,https://twitter.com/endo1maruhan/status/2037492443315331227
2026-03-28,2026-03-27,機種,鏡,ご飯,ご飯→米→アメリカ,3,3,5067,https://sloslo-blog.hatenablog.com/entry/2026/03/29/075342,https://twitter.com/endo1maruhan/status/2037492443315331227
2026-03-28,2026-03-27,機種,鏡,不思議,不思議→摩訶不思議→マカIKKI,3,3,5067,https://sloslo-blog.hatenablog.com/entry/2026/03/29/075342,https://twitter.com/endo1maruhan/status/2037492443315331227
2026-03-29,2026-03-28,機種,からくり,サンデー,サンデー→サンデー掲載漫画,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/30/075652,https://twitter.com/endo1maruhan/status/2037854866627051749
2026-03-29,2026-03-28,機種,アバサー,29日,29日→ぷくぅ,2,2,1350,https://sloslo-blog.hatenablog.com/entry/2026/03/30/075652,https://twitter.com/endo1maruhan/status/2037854866627051749
2026-03-29,2026-03-28,機種,ウルミラ,ハンバーグ,ハンバーグ→牛,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/30/075652,https://twitter.com/endo1maruhan/status/2037854866627051749
2026-03-29,2026-03-28,機種,エウレカ,バーグディッシュ,バーグディッシュ→DISH//→スターダストプロモーション→星に願いを,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/30/075652,https://twitter.com/endo1maruhan/status/2037854866627051749
2026-03-29,2026-03-28,機種,シェイク,ドンキー,ドンキー→ドンキーコング→ジャングル・ビート・シェイク,2,3,433,https://sloslo-blog.hatenablog.com/entry/2026/03/30/075652,https://twitter.com/endo1maruhan/status/2037854866627051749
2026-03-29,2026-03-28,機種,モンハンライズ,29日,29日→肉,6,7,6786,https://sloslo-blog.hatenablog.com/entry/2026/03/30/075652,https://twitter.com/endo1maruhan/status/2037854866627051749
2026-03-29,2026-03-28,機種,防振り,ドンキー,ドンキー→英語で頑固者→固,4,5,620,https://sloslo-blog.hatenablog.com/entry/2026/03/30/075652,https://twitter.com/endo1maruhan/status/2037854866627051749
2026-03-30,2026-03-29,機種,エヴァBT,3/30,3/30→綾波レイ生誕日,,,,https://sloslo-blog.hatenablog.com/entry/2026/03/31/074747,https://twitter.com/endo1maruhan/status/2038217311736238482
2026-03-30,2026-03-29,機種,キンハナ,世界一,世界一→キング,17,17,3429,https://sloslo-blog.hatenablog.com/entry/2026/03/31/074747,https://twitter.com/endo1maruhan/status/2038217311736238482
2026-03-30,2026-03-29,機種,番長ZERO,3/30,3/30→操生誕日,2,2,4300,https://sloslo-blog.hatenablog.com/entry/2026/03/31/074747,https://twitter.com/endo1maruhan/status/2038217311736238482
2026-03-30,2026-03-29,機種,範馬刃牙,カラダバキバキ,カラダバキバキ,3,3,6733,https://sloslo-blog.hatenablog.com/entry/2026/03/31/074747,https://twitter.com/endo1maruhan/status/2038217311736238482
2026-03-31,2026-03-30,機種,Aこのすば,しゃばしゃば,しゃばしゃば→水→アクア,,,,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,DMC5,ビル,ビル→（デ）ビル,1,2,7050,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,L炎炎,カレー,カレー→辛い→火を噴く,2,2,8400,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,SAO,大盛りボタン,大盛りボタン→スイッチ,2,2,4650,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,Sこのすば,しゃばしゃば,しゃばしゃば→水→アクア,,,,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,Sカバネリ,駅,駅→鉄道,3,3,2767,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,アイム,31日,31日→サイ🦏→ツノっち,9,11,1245,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,アズレン,しゃばしゃば,しゃばしゃば→水→海戦,5,5,6860,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,アバサー,しゃばしゃば,しゃばしゃば→水→海🐡,2,2,1500,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,アレックス,元祖,元祖→始祖鳥,3,4,1250,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,カイジ,Sammyの日,Sammyの日,2,2,1100,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,グランベルム,ポークカレー,ポークカレー→豚→トンカツマン,2,2,2550,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,ジャグラーガールズ,31日,31日→サイ🦏→ツノっち,6,6,3050,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,スーパーブラックジャック,（画像）サイコロ🎲,（画像）サイコロ🎲,3,6,3683,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,ディスクウルリミ,Sammyの日,Sammyの日,3,4,850,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,ハードボイルド,Sammyの日,Sammyの日,2,2,2400,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,末尾・設置・記念日など,バラエティ,カレーの具に豚バラ肉,カレーの具に豚バラ肉→1台バラ,,,,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,モンハンライズ,モンスナック,モンスナック→モンス（ター）,5,7,5700,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,不二子,しゃばしゃば,しゃばしゃば→娑婆→脱獄,2,2,1600,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,化物語,Sammyの日,Sammyの日,4,5,3420,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,銭形5,しゃばしゃば,しゃばしゃば→娑婆→脱獄,1,3,-1167,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-03-31,2026-03-30,機種,防振り,Sammyの日,Sammyの日,5,5,3300,https://sloslo-blog.hatenablog.com/entry/2026/04/01/074150,https://twitter.com/endo1maruhan/status/2038579551044050971
2026-04-01,2026-03-31,機種,かぐや様,4月突入,4月突入→新学期→学生,13,16,3344,https://sloslo-blog.hatenablog.com/entry/2026/04/02/074337,https://twitter.com/endo1maruhan/status/2038942224252272683
2026-04-01,2026-03-31,機種,かぐや様,親子丼,親子丼→親子→白銀パパ,13,16,3344,https://sloslo-blog.hatenablog.com/entry/2026/04/02/074337,https://twitter.com/endo1maruhan/status/2038942224252272683
2026-04-01,2026-03-31,機種,アレックス,鳥良商店,鳥良商店→鳥,2,4,300,https://sloslo-blog.hatenablog.com/entry/2026/04/02/074337,https://twitter.com/endo1maruhan/status/2038942224252272683
2026-04-01,2026-03-31,機種,アレックス,アレックス誕生日🎂,アレックス誕生日🎂,2,4,300,https://sloslo-blog.hatenablog.com/entry/2026/04/02/074337,https://twitter.com/endo1maruhan/status/2038942224252272683
2026-04-01,2026-03-31,機種,ファンキー2,たくわん,たくわん→ワン🐶,32,32,3575,https://sloslo-blog.hatenablog.com/entry/2026/04/02/074337,https://twitter.com/endo1maruhan/status/2038942224252272683
2026-04-01,2026-03-31,機種,ファンキー2,1日,1日→ワン🐶,32,32,3575,https://sloslo-blog.hatenablog.com/entry/2026/04/02/074337,https://twitter.com/endo1maruhan/status/2038942224252272683
2026-04-01,2026-03-31,機種,マンキン,親子丼,親子丼→親子→親子対決,2,3,-733,https://sloslo-blog.hatenablog.com/entry/2026/04/02/074337,https://twitter.com/endo1maruhan/status/2038942224252272683
2026-04-02,2026-04-01,機種,Lハナビ,かき揚げ丼,かき揚げ丼→ドン,3,5,940,https://sloslo-blog.hatenablog.com/entry/2026/04/03/072040,https://twitter.com/endo1maruhan/status/2039309750140350867
2026-04-02,2026-04-01,機種,ゾンサガ,4/2,4/2→源さくら誕生日,,,,https://sloslo-blog.hatenablog.com/entry/2026/04/03/072040,https://twitter.com/endo1maruhan/status/2039309750140350867
2026-04-02,2026-04-01,機種,ミスタージャグラー,濃い目のつゆ,濃い目のつゆ→黒,5,5,2660,https://sloslo-blog.hatenablog.com/entry/2026/04/03/072040,https://twitter.com/endo1maruhan/status/2039309750140350867
2026-04-02,2026-04-01,機種,モンハンライズ,4/2,4/2→ガチャピン&ムック誕生日→恐竜,6,7,2771,https://sloslo-blog.hatenablog.com/entry/2026/04/03/072040,https://twitter.com/endo1maruhan/status/2039309750140350867
2026-04-02,2026-04-01,機種,鏡,給料日,給料日→サラリーマン,3,3,1867,https://sloslo-blog.hatenablog.com/entry/2026/04/03/072040,https://twitter.com/endo1maruhan/status/2039309750140350867
2026-04-03,2026-04-02,機種,Sカバネリ,海苔,海苔→海藻→回想,3,3,3467,https://sloslo-blog.hatenablog.com/entry/2026/04/04/092157,https://twitter.com/endo1maruhan/status/2039666775688954172
2026-04-03,2026-04-02,機種,エウレカ,のり,のり→乗り,,,,https://sloslo-blog.hatenablog.com/entry/2026/04/04/092157,https://twitter.com/endo1maruhan/status/2039666775688954172
2026-04-03,2026-04-02,機種,グランベルム,カツカレー,カツカレー→トンカツマン,1,2,-200,https://sloslo-blog.hatenablog.com/entry/2026/04/04/092157,https://twitter.com/endo1maruhan/status/2039666775688954172
2026-04-03,2026-04-02,機種,シェイク,しゃけ,しゃけ→SHAKE,3,3,3833,https://sloslo-blog.hatenablog.com/entry/2026/04/04/092157,https://twitter.com/endo1maruhan/status/2039666775688954172
2026-04-03,2026-04-02,機種,ハッピー,選ばれたい,選ばれたい→たい→鯛→めでたい→ハッピー,5,5,2560,https://sloslo-blog.hatenablog.com/entry/2026/04/04/092157,https://twitter.com/endo1maruhan/status/2039666775688954172
2026-04-03,2026-04-02,機種,ミスタージャグラー,スタート,スタート→スター→ミスター,5,5,2820,https://sloslo-blog.hatenablog.com/entry/2026/04/04/092157,https://twitter.com/endo1maruhan/status/2039666775688954172
2026-04-03,2026-04-02,機種,新鬼武者3,春,春→花見→桜,,,,https://sloslo-blog.hatenablog.com/entry/2026/04/04/092157,https://twitter.com/endo1maruhan/status/2039666775688954172
2026-04-04,2026-04-03,機種,SAO,ニューカルチャー,ニューカルチャー→カルチャー→アート,2,2,5650,https://sloslo-blog.hatenablog.com/entry/2026/04/05/075852,https://twitter.com/endo1maruhan/status/2040029167815950834
2026-04-04,2026-04-03,機種,SAO,オムニ料理,オムニ料理→アスナクッキング,2,2,5650,https://sloslo-blog.hatenablog.com/entry/2026/04/05/075852,https://twitter.com/endo1maruhan/status/2040029167815950834
2026-04-04,2026-04-03,機種,アバサー,ぷくぷくしーる,ぷくぷくしーる→ﾌﾟｸｩ🐡,2,2,1000,https://sloslo-blog.hatenablog.com/entry/2026/04/05/075852,https://twitter.com/endo1maruhan/status/2040029167815950834
2026-04-04,2026-04-03,機種,ハードボイルド,（画像）チーズ豚丼,（画像）チーズ豚丼→ゆで卵,2,2,2200,https://sloslo-blog.hatenablog.com/entry/2026/04/05/075852,https://twitter.com/endo1maruhan/status/2040029167815950834
2026-04-04,2026-04-03,機種,ミスタージャグラー,帰還,帰還→戦地の帰還→軍→軍艦マーチ,5,5,2480,https://sloslo-blog.hatenablog.com/entry/2026/04/05/075852,https://twitter.com/endo1maruhan/status/2040029167815950834
2026-04-04,2026-04-03,機種,ミスタージャグラー,イケメン,イケメン→ミスター,5,5,2480,https://sloslo-blog.hatenablog.com/entry/2026/04/05/075852,https://twitter.com/endo1maruhan/status/2040029167815950834
2026-04-04,2026-04-03,機種,東京喰種,帰還,帰還→王の帰還→王→隻眼の王,22,28,5482,https://sloslo-blog.hatenablog.com/entry/2026/04/05/075852,https://twitter.com/endo1maruhan/status/2040029167815950834
2026-04-04,2026-04-03,機種,東京喰種,4/4（しし）,4/4（しし）→CC→CCG,22,28,5482,https://sloslo-blog.hatenablog.com/entry/2026/04/05/075852,https://twitter.com/endo1maruhan/status/2040029167815950834
2026-04-05,2026-04-04,機種,からくり,サンデー,サンデー→週刊少年サンデー,7,9,4511,https://sloslo-blog.hatenablog.com/entry/2026/04/06/073155,https://twitter.com/endo1maruhan/status/2040391658165137632
2026-04-05,2026-04-04,機種,クレアBT,秘伝,秘伝→秘宝伝,4,4,2350,https://sloslo-blog.hatenablog.com/entry/2026/04/06/073155,https://twitter.com/endo1maruhan/status/2040391658165137632
2026-04-05,2026-04-04,機種,ゴージャグ3,ケンタッキー,ケンタッキー→チキン→サイ（部位）→ツノっち,16,22,1895,https://sloslo-blog.hatenablog.com/entry/2026/04/06/073155,https://twitter.com/endo1maruhan/status/2040391658165137632
2026-04-05,2026-04-04,機種,ゾンサガ,ケンタッキー,ケンタッキー→鳥→鳥放題ボーナス,,,,https://sloslo-blog.hatenablog.com/entry/2026/04/06/073155,https://twitter.com/endo1maruhan/status/2040391658165137632
2026-04-06,2026-04-05,機種,Sこのすば,キャラ誕🎂（ダクネス）,キャラ誕🎂（ダクネス）,2,2,1650,https://sloslo-blog.hatenablog.com/entry/2026/04/07/073513,https://twitter.com/endo1maruhan/status/2040753907413246245
